drugbank_id	gene	gene_name	HGNC	drug_name	drug_type	action	simplified_action	known_action	taxid
DB00487	TOP2A	DNA topoisomerase 2-alpha	HGNC:11989	Pefloxacin	small molecule	inhibitor	negaive	unknown	9606
DB00489	ADRB1	Beta-1 adrenergic receptor	HGNC:285	Sotalol	small molecule	antagonist	negaive	yes	9606
DB00489	ADRB2	Beta-2 adrenergic receptor	HGNC:286	Sotalol	small molecule	antagonist	negaive	yes	9606
DB00489	KCNH2	Potassium voltage-gated channel subfamily H member 2	HGNC:6251	Sotalol	small molecule	inhibitor	negaive	yes	9606
DB00490	DRD2	D(2) dopamine receptor	HGNC:3023	Buspirone	small molecule	antagonist	negaive	yes	9606
DB00490	HTR1A	5-hydroxytryptamine receptor 1A	HGNC:5286	Buspirone	small molecule	partial agonist	other	yes	9606
DB00491	GAA	Lysosomal alpha-glucosidase	HGNC:4065	Miglitol	small molecule	antagonist	negaive	yes	9606
DB00491	GANAB	Neutral alpha-glucosidase AB	HGNC:4138	Miglitol	small molecule	antagonist	negaive	yes	9606
DB00491	GANC	Neutral alpha-glucosidase C	HGNC:4139	Miglitol	small molecule	antagonist	negaive	yes	9606
DB00491	MGAM	Maltase-glucoamylase, intestinal	HGNC:7043	Miglitol	small molecule	antagonist|inhibitor	negaive	yes	9606
DB00492	ACE	Angiotensin-converting enzyme	HGNC:2707	Fosinopril	small molecule	inhibitor	negaive	yes	9606
DB00493	ALB	Serum albumin	HGNC:399	Cefotaxime	small molecule		other	unknown	9606
DB00493	SLC15A1	Solute carrier family 15 member 1	HGNC:10920	Cefotaxime	small molecule		other	unknown	9606
DB00493	SLC15A2	Solute carrier family 15 member 2	HGNC:10921	Cefotaxime	small molecule		other	unknown	9606
DB00493	SLC22A11	Solute carrier family 22 member 11	HGNC:18120	Cefotaxime	small molecule		other	unknown	9606
DB00493	SLC22A6	Solute carrier family 22 member 6	HGNC:10970	Cefotaxime	small molecule		other	unknown	9606
DB00493	SLC22A7	Solute carrier family 22 member 7	HGNC:10971	Cefotaxime	small molecule		other	unknown	9606
DB00493	SLC22A8	Solute carrier family 22 member 8	HGNC:10972	Cefotaxime	small molecule		other	unknown	9606
DB00494	COMT	Catechol O-methyltransferase	HGNC:2228	Entacapone	small molecule	inhibitor	negaive	yes	9606
DB00495	TERT	Telomerase reverse transcriptase	HGNC:11730	Zidovudine	small molecule	inhibitor	negaive	unknown	9606
DB00496	CHRM1	Muscarinic acetylcholine receptor M1	HGNC:1950	Darifenacin	small molecule	antagonist	negaive	unknown	9606
DB00496	CHRM2	Muscarinic acetylcholine receptor M2	HGNC:1951	Darifenacin	small molecule	antagonist	negaive	unknown	9606
DB00496	CHRM3	Muscarinic acetylcholine receptor M3	HGNC:1952	Darifenacin	small molecule	antagonist	negaive	yes	9606
DB00496	CHRM4	Muscarinic acetylcholine receptor M4	HGNC:1953	Darifenacin	small molecule	antagonist	negaive	unknown	9606
DB00496	CHRM5	Muscarinic acetylcholine receptor M5	HGNC:1954	Darifenacin	small molecule	antagonist	negaive	unknown	9606
DB00497	OPRD1	Delta-type opioid receptor	HGNC:8153	Oxycodone	small molecule	agonist	positive	yes	9606
DB00497	OPRK1	Kappa-type opioid receptor	HGNC:8154	Oxycodone	small molecule	agonist	positive	yes	9606
DB00497	OPRM1	Mu-type opioid receptor	HGNC:8156	Oxycodone	small molecule	agonist	positive	yes	9606
DB00497	ORM1	Alpha-1-acid glycoprotein 1	HGNC:8498	Oxycodone	small molecule	binder	other	unknown	9606
DB00497	ORM2	Alpha-1-acid glycoprotein 2	HGNC:8499	Oxycodone	small molecule	binder	other	unknown	9606
DB00498	VKORC1	Vitamin K epoxide reductase complex subunit 1	HGNC:23663	Phenindione	small molecule	inhibitor	negaive	yes	9606
DB00499	AHR	Aryl hydrocarbon receptor	HGNC:348	Flutamide	small molecule	agonist	positive	unknown	9606
DB00499	AR	Androgen receptor	HGNC:644	Flutamide	small molecule	antagonist	negaive	yes	9606
DB00499	NR1I2	Nuclear receptor subfamily 1 group I member 2	HGNC:7968	Flutamide	small molecule		other	unknown	9606
DB00500	PTGS1	Prostaglandin G/H synthase 1	HGNC:9604	Tolmetin	small molecule	inhibitor	negaive	unknown	9606
DB00500	PTGS2	Prostaglandin G/H synthase 2	HGNC:9605	Tolmetin	small molecule	inhibitor	negaive	yes	9606
DB00501	HRH2	Histamine H2 receptor	HGNC:5183	Cimetidine	small molecule	antagonist	negaive	yes	9606
DB00502	DRD1	D(1A) dopamine receptor	HGNC:3020	Haloperidol	small molecule	antagonist	negaive	unknown	9606
DB00502	DRD2	D(2) dopamine receptor	HGNC:3023	Haloperidol	small molecule	antagonist	negaive	yes	9606
DB00502	DRD3	D(3) dopamine receptor	HGNC:3024	Haloperidol	small molecule	inverse agonist	negaive	unknown	9606
DB00502	GRIN2B	Glutamate receptor ionotropic, NMDA 2B	HGNC:4586	Haloperidol	small molecule	antagonist	negaive	unknown	9606
DB00502	HTR2A	5-hydroxytryptamine receptor 2A	HGNC:5293	Haloperidol	small molecule	other/unknown	other	unknown	9606
DB00502	MCHR1	Melanin-concentrating hormone receptor 1	HGNC:4479	Haloperidol	small molecule		other	unknown	9606
DB00502	SLC18A2	Synaptic vesicular amine transporter	HGNC:10935	Haloperidol	small molecule		other	unknown	9606
DB00503	NR1I2	Nuclear receptor subfamily 1 group I member 2	HGNC:7968	Ritonavir	small molecule	activator	positive	unknown	9606
DB00504	OPRM1	Mu-type opioid receptor	HGNC:8156	Levallorphan	small molecule	partial agonist	other	yes	9606
DB00505	CHRM1	Muscarinic acetylcholine receptor M1	HGNC:1950	Tridihexethyl	small molecule	antagonist	negaive	yes	9606
DB00505	CHRM2	Muscarinic acetylcholine receptor M2	HGNC:1951	Tridihexethyl	small molecule	antagonist	negaive	yes	9606
DB00505	CHRM3	Muscarinic acetylcholine receptor M3	HGNC:1952	Tridihexethyl	small molecule	antagonist	negaive	yes	9606
DB00508	CHRM1	Muscarinic acetylcholine receptor M1	HGNC:1950	Triflupromazine	small molecule	antagonist	negaive	yes	9606
DB00508	CHRM2	Muscarinic acetylcholine receptor M2	HGNC:1951	Triflupromazine	small molecule	antagonist	negaive	yes	9606
DB00508	DRD1	D(1A) dopamine receptor	HGNC:3020	Triflupromazine	small molecule	antagonist	negaive	yes	9606
DB00508	DRD2	D(2) dopamine receptor	HGNC:3023	Triflupromazine	small molecule	antagonist	negaive	yes	9606
DB00508	HTR2B	5-hydroxytryptamine receptor 2B	HGNC:5294	Triflupromazine	small molecule	antagonist	negaive	yes	9606
DB00509	THRA	Thyroid hormone receptor alpha	HGNC:11796	Dextrothyroxine	small molecule	agonist	positive	yes	9606
DB00509	THRB	Thyroid hormone receptor beta	HGNC:11799	Dextrothyroxine	small molecule	agonist	positive	yes	9606
DB00509	TPO	Thyroid peroxidase	HGNC:12015	Dextrothyroxine	small molecule		other	unknown	9606
DB00511	ATP1A1	Sodium/potassium-transporting ATPase subunit alpha-1	HGNC:799	Acetyldigitoxin	small molecule	inhibitor	negaive	yes	9606
DB00513	LPA	Apolipoprotein(a)	HGNC:6667	Aminocaproic Acid	small molecule	other	other	unknown	9606
DB00513	PLAT	Tissue-type plasminogen activator	HGNC:9051	Aminocaproic Acid	small molecule	antagonist	negaive	yes	9606
DB00513	PLG	Plasminogen	HGNC:9071	Aminocaproic Acid	small molecule	inhibitor	negaive	yes	9606
DB00514	CHRNA2	Neuronal acetylcholine receptor subunit alpha-2	HGNC:1956	Dextromethorphan	small molecule	antagonist	negaive	unknown	9606
DB00514	CHRNA3	Neuronal acetylcholine receptor subunit alpha-3	HGNC:1957	Dextromethorphan	small molecule	antagonist	negaive	unknown	9606
DB00514	CHRNA4	Neuronal acetylcholine receptor subunit alpha-4	HGNC:1958	Dextromethorphan	small molecule	antagonist	negaive	unknown	9606
DB00514	CHRNA7	Neuronal acetylcholine receptor subunit alpha-7	HGNC:1960	Dextromethorphan	small molecule	antagonist	negaive	unknown	9606
DB00514	CHRNB2	Neuronal acetylcholine receptor subunit beta-2	HGNC:1962	Dextromethorphan	small molecule	antagonist	negaive	unknown	9606
DB00514	CHRNB4	Neuronal acetylcholine receptor subunit beta-4	HGNC:1964	Dextromethorphan	small molecule	antagonist	negaive	unknown	9606
DB00514	CYBA	Cytochrome b-245 light chain	HGNC:2577	Dextromethorphan	small molecule	inhibitor	negaive	unknown	9606
DB00514	CYBB	Cytochrome b-245 heavy chain	HGNC:2578	Dextromethorphan	small molecule	inhibitor	negaive	unknown	9606
DB00514	GRIN3A	Glutamate receptor ionotropic, NMDA 3A	HGNC:16767	Dextromethorphan	small molecule	antagonist	negaive	yes	9606
DB00514	NCF1	Neutrophil cytosol factor 1	HGNC:7660	Dextromethorphan	small molecule	inhibitor	negaive	unknown	9606
DB00514	NCF2	Neutrophil cytosol factor 2	HGNC:7661	Dextromethorphan	small molecule	inhibitor	negaive	unknown	9606
DB00514	NCF4	Neutrophil cytosol factor 4	HGNC:7662	Dextromethorphan	small molecule	inhibitor	negaive	unknown	9606
DB00514	OPRD1	Delta-type opioid receptor	HGNC:8153	Dextromethorphan	small molecule	agonist	positive	unknown	9606
DB00514	OPRK1	Kappa-type opioid receptor	HGNC:8154	Dextromethorphan	small molecule	agonist	positive	unknown	9606
DB00514	OPRM1	Mu-type opioid receptor	HGNC:8156	Dextromethorphan	small molecule	agonist	positive	unknown	9606
DB00514	PGRMC1	Membrane-associated progesterone receptor component 1	HGNC:16090	Dextromethorphan	small molecule	binder	other	unknown	9606
DB00514	RAC1	Ras-related C3 botulinum toxin substrate 1	HGNC:9801	Dextromethorphan	small molecule	inhibitor	negaive	unknown	9606
DB00514	RAC2	Ras-related C3 botulinum toxin substrate 2	HGNC:9802	Dextromethorphan	small molecule	inhibitor	negaive	unknown	9606
DB00514	SIGMAR1	HCG20471, isoform CRA_c	HGNC:8157	Dextromethorphan	small molecule	agonist	positive	yes	9606
DB00514	SLC6A2	Sodium-dependent noradrenaline transporter	HGNC:11048	Dextromethorphan	small molecule		other	unknown	9606
DB00514	SLC6A4	Sodium-dependent serotonin transporter	HGNC:11050	Dextromethorphan	small molecule	inhibitor	negaive	unknown	9606
DB00515	A2M	Alpha-2-macroglobulin	HGNC:7	Cisplatin	small molecule		other	unknown	9606
DB00515	ATOX1	Copper transport protein ATOX1	HGNC:798	Cisplatin	small molecule		other	unknown	9606
DB00515	MPG	DNA-3-methyladenine glycosylase	HGNC:7211	Cisplatin	small molecule		other	unknown	9606
DB00515	TF	Serotransferrin	HGNC:11740	Cisplatin	small molecule		other	unknown	9606
DB00517	CHRM1	Muscarinic acetylcholine receptor M1	HGNC:1950	Anisotropine Methylbromide	small molecule	antagonist	negaive	yes	9606
DB00517	CHRM2	Muscarinic acetylcholine receptor M2	HGNC:1951	Anisotropine Methylbromide	small molecule	antagonist	negaive	yes	9606
DB00517	CHRM3	Muscarinic acetylcholine receptor M3	HGNC:1952	Anisotropine Methylbromide	small molecule	antagonist	negaive	yes	9606
DB00518	TUBA1A	Tubulin alpha-1A chain	HGNC:20766	Albendazole	small molecule	inhibitor	negaive	no	9606
DB00518	TUBB4B	Tubulin beta-4B chain	HGNC:20771	Albendazole	small molecule	inhibitor	negaive	no	9606
DB00519	ACE	Angiotensin-converting enzyme	HGNC:2707	Trandolapril	small molecule	inhibitor	negaive	yes	9606
DB00521	ADRB1	Beta-1 adrenergic receptor	HGNC:285	Carteolol	small molecule	partial agonist	other	yes	9606
DB00521	ADRB2	Beta-2 adrenergic receptor	HGNC:286	Carteolol	small molecule	antagonist	negaive	yes	9606
DB00522	HPN	Serine protease hepsin	HGNC:5155	Bentiromide	small molecule	ligand	other	yes	9606
DB00523	CYP26C1	Cytochrome P450 26C1	HGNC:20577	Alitretinoin	small molecule		other	unknown	9606
DB00523	IGFBP3	Insulin-like growth factor-binding protein 3	HGNC:5472	Alitretinoin	small molecule		other	unknown	9606
DB00523	PSG5	Pregnancy-specific beta-1-glycoprotein 5	HGNC:9522	Alitretinoin	small molecule		other	unknown	9606
DB00523	RARA	Retinoic acid receptor alpha	HGNC:9864	Alitretinoin	small molecule	agonist	positive	yes	9606
DB00523	RARB	Retinoic acid receptor beta	HGNC:9865	Alitretinoin	small molecule	agonist	positive	yes	9606
DB00523	RARG	Retinoic acid receptor gamma	HGNC:9866	Alitretinoin	small molecule	agonist	positive	yes	9606
DB00523	RXRA	Retinoic acid receptor RXR-alpha	HGNC:10477	Alitretinoin	small molecule	agonist	positive	yes	9606
DB00523	RXRB	Retinoic acid receptor RXR-beta	HGNC:10478	Alitretinoin	small molecule	agonist	positive	yes	9606
DB00523	RXRG	Retinoic acid receptor RXR-gamma	HGNC:10479	Alitretinoin	small molecule	agonist	positive	yes	9606
DB00524	SLC12A3	Solute carrier family 12 member 3	HGNC:10912	Metolazone	small molecule	inhibitor	negaive	yes	9606
DB00527	CALM1	Calmodulin	HGNC:1442	Cinchocaine	small molecule	inhibitor	negaive	unknown	9606
DB00527	SCN10A	Sodium channel protein type 10 subunit alpha	HGNC:10582	Cinchocaine	small molecule	inhibitor	negaive	yes	9606
DB00527	SCN5A	Sodium channel protein type 5 subunit alpha	HGNC:10593	Cinchocaine	small molecule	inhibitor	negaive	yes	9606
DB00528	CACNG1	Voltage-dependent calcium channel gamma-1 subunit	HGNC:1405	Lercanidipine	small molecule	inhibitor	negaive	yes	9606
DB00530	EGFR	Epidermal growth factor receptor	HGNC:3236	Erlotinib	small molecule	antagonist	negaive	yes	9606
DB00530	NR1I2	Nuclear receptor subfamily 1 group I member 2	HGNC:7968	Erlotinib	small molecule	agonist	positive	yes	9606
DB00531	NR1I2	Nuclear receptor subfamily 1 group I member 2	HGNC:7968	Cyclophosphamide	small molecule		other	unknown	9606
DB00532	NR1I2	Nuclear receptor subfamily 1 group I member 2	HGNC:7968	Mephenytoin	small molecule	activator	positive	unknown	9606
DB00532	SCN5A	Sodium channel protein type 5 subunit alpha	HGNC:10593	Mephenytoin	small molecule	inhibitor	negaive	yes	9606
DB00533	ELN	Elastin	HGNC:3327	Rofecoxib	small molecule	other/unknown	other	unknown	9606
DB00533	PTGS2	Prostaglandin G/H synthase 2	HGNC:9605	Rofecoxib	small molecule	inhibitor	negaive	yes	9606
DB00534	ALDH5A1	Succinate-semialdehyde dehydrogenase, mitochondrial	HGNC:408	Chlormerodrin	small molecule	inhibitor	negaive	unknown	9606
DB00534	SLC12A1	Solute carrier family 12 member 1	HGNC:10910	Chlormerodrin	small molecule	inducer	positive	yes	9606
DB00535	MPO	Myeloperoxidase	HGNC:7218	Cefdinir	small molecule	inhibitor	negaive	no	9606
DB00536	ALDH2	Aldehyde dehydrogenase, mitochondrial	HGNC:404	Guanidine	small molecule		other	unknown	9606
DB00536	DLG4	Disks large homolog 4	HGNC:2903	Guanidine	small molecule		other	unknown	9606
DB00536	GAMT	Guanidinoacetate N-methyltransferase	HGNC:4136	Guanidine	small molecule		other	unknown	9606
DB00536	RNASE1	Ribonuclease pancreatic	HGNC:10044	Guanidine	small molecule		other	unknown	9606
DB00537	KCNH2	Potassium voltage-gated channel subfamily H member 2	HGNC:6251	Ciprofloxacin	small molecule		other	unknown	9606
DB00537	TOP2A	DNA topoisomerase 2-alpha	HGNC:11989	Ciprofloxacin	small molecule	inhibitor	negaive	unknown	9606
DB00539	ESR1	Estrogen receptor	HGNC:3467	Toremifene	small molecule	modulator	other	yes	9606
DB00539	SHBG	Sex hormone-binding globulin	HGNC:10839	Toremifene	small molecule		other	unknown	9606
DB00540	ADRA1A	Alpha-1A adrenergic receptor	HGNC:277	Nortriptyline	small molecule	antagonist	negaive	no	9606
DB00540	ADRA1B	Alpha-1B adrenergic receptor	HGNC:278	Nortriptyline	small molecule	antagonist	negaive	unknown	9606
DB00540	ADRA1D	Alpha-1D adrenergic receptor	HGNC:280	Nortriptyline	small molecule	antagonist	negaive	no	9606
DB00540	ADRA2A	Alpha-2A adrenergic receptor	HGNC:281	Nortriptyline	small molecule	antagonist	negaive	unknown	9606
DB00540	ADRA2B	Alpha-2B adrenergic receptor	HGNC:282	Nortriptyline	small molecule	antagonist	negaive	unknown	9606
DB00540	ADRA2C	Alpha-2C adrenergic receptor	HGNC:283	Nortriptyline	small molecule	antagonist	negaive	unknown	9606
DB00540	ADRB1	Beta-1 adrenergic receptor	HGNC:285	Nortriptyline	small molecule	antagonist	negaive	unknown	9606
DB00540	ADRB2	Beta-2 adrenergic receptor	HGNC:286	Nortriptyline	small molecule	antagonist	negaive	unknown	9606
DB00540	ADRB3	Beta-3 adrenergic receptor	HGNC:288	Nortriptyline	small molecule	antagonist	negaive	unknown	9606
DB00540	CHRM1	Muscarinic acetylcholine receptor M1	HGNC:1950	Nortriptyline	small molecule	antagonist	negaive	no	9606
DB00540	CHRM2	Muscarinic acetylcholine receptor M2	HGNC:1951	Nortriptyline	small molecule	antagonist	negaive	no	9606
DB00540	CHRM3	Muscarinic acetylcholine receptor M3	HGNC:1952	Nortriptyline	small molecule	antagonist	negaive	no	9606
DB00540	CHRM4	Muscarinic acetylcholine receptor M4	HGNC:1953	Nortriptyline	small molecule	antagonist	negaive	no	9606
DB00540	CHRM5	Muscarinic acetylcholine receptor M5	HGNC:1954	Nortriptyline	small molecule	antagonist	negaive	no	9606
DB00540	DRD2	D(2) dopamine receptor	HGNC:3023	Nortriptyline	small molecule	antagonist	negaive	unknown	9606
DB00540	HRH1	Histamine H1 receptor	HGNC:5182	Nortriptyline	small molecule	antagonist	negaive	no	9606
DB00540	HTR1A	5-hydroxytryptamine receptor 1A	HGNC:5286	Nortriptyline	small molecule	antagonist	negaive	unknown	9606
DB00540	HTR2A	5-hydroxytryptamine receptor 2A	HGNC:5293	Nortriptyline	small molecule	antagonist	negaive	yes	9606
DB00540	HTR2C	5-hydroxytryptamine receptor 2C	HGNC:5295	Nortriptyline	small molecule	antagonist	negaive	unknown	9606
DB00540	HTR6	5-hydroxytryptamine receptor 6	HGNC:5301	Nortriptyline	small molecule	binder	other	unknown	9606
DB00540	PGRMC1	Membrane-associated progesterone receptor component 1	HGNC:16090	Nortriptyline	small molecule	binder	other	unknown	9606
DB00540	SIGMAR1	Sigma non-opioid intracellular receptor 1	HGNC:8157	Nortriptyline	small molecule	binder	other	unknown	9606
DB00540	SLC6A2	Sodium-dependent noradrenaline transporter	HGNC:11048	Nortriptyline	small molecule	inhibitor	negaive	yes	9606
DB00540	SLC6A4	Sodium-dependent serotonin transporter	HGNC:11050	Nortriptyline	small molecule	inhibitor	negaive	yes	9606
DB00541	TUBA4A	Tubulin alpha-4A chain	HGNC:12407	Vincristine	small molecule	inhibitor	negaive	unknown	9606
DB00541	TUBB	Tubulin beta chain	HGNC:20778	Vincristine	small molecule	inhibitor	negaive	yes	9606
DB00542	ACE	Angiotensin-converting enzyme	HGNC:2707	Benazepril	small molecule	inhibitor	negaive	yes	9606
DB00543	ADRA1A	Alpha-1A adrenergic receptor	HGNC:277	Amoxapine	small molecule	antagonist	negaive	unknown	9606
DB00543	ADRA1B	Alpha-1B adrenergic receptor	HGNC:278	Amoxapine	small molecule	antagonist	negaive	unknown	9606
DB00543	ADRA1D	Alpha-1D adrenergic receptor	HGNC:280	Amoxapine	small molecule	antagonist	negaive	unknown	9606
DB00543	ADRA2A	Alpha-2A adrenergic receptor	HGNC:281	Amoxapine	small molecule	antagonist	negaive	unknown	9606
DB00543	ADRA2B	Alpha-2B adrenergic receptor	HGNC:282	Amoxapine	small molecule	antagonist	negaive	unknown	9606
DB00543	ADRA2C	Alpha-2C adrenergic receptor	HGNC:283	Amoxapine	small molecule	antagonist	negaive	unknown	9606
DB00543	CHRM1	Muscarinic acetylcholine receptor M1	HGNC:1950	Amoxapine	small molecule	antagonist	negaive	unknown	9606
DB00543	CHRM2	Muscarinic acetylcholine receptor M2	HGNC:1951	Amoxapine	small molecule	antagonist	negaive	unknown	9606
DB00543	CHRM3	Muscarinic acetylcholine receptor M3	HGNC:1952	Amoxapine	small molecule	antagonist	negaive	unknown	9606
DB00543	CHRM4	Muscarinic acetylcholine receptor M4	HGNC:1953	Amoxapine	small molecule	antagonist	negaive	unknown	9606
DB00543	CHRM5	Muscarinic acetylcholine receptor M5	HGNC:1954	Amoxapine	small molecule	antagonist	negaive	unknown	9606
DB00543	DRD1	D(1A) dopamine receptor	HGNC:3020	Amoxapine	small molecule	antagonist	negaive	unknown	9606
DB00543	DRD2	D(2) dopamine receptor	HGNC:3023	Amoxapine	small molecule	antagonist	negaive	unknown	9606
DB00543	DRD3	D(3) dopamine receptor	HGNC:3024	Amoxapine	small molecule	antagonist	negaive	unknown	9606
DB00543	DRD4	D(4) dopamine receptor	HGNC:3025	Amoxapine	small molecule	antagonist	negaive	unknown	9606
DB00543	GABRA1	Gamma-aminobutyric acid receptor subunit alpha-1	HGNC:4075	Amoxapine	small molecule	binder	other	unknown	9606
DB00543	GABRA2	Gamma-aminobutyric acid receptor subunit alpha-2	HGNC:4076	Amoxapine	small molecule	binder	other	unknown	9606
DB00543	GABRA3	Gamma-aminobutyric acid receptor subunit alpha-3	HGNC:4077	Amoxapine	small molecule	binder	other	unknown	9606
DB00543	GABRA4	Gamma-aminobutyric acid receptor subunit alpha-4	HGNC:4078	Amoxapine	small molecule	binder	other	unknown	9606
